date,geography,geography code,Ethnic group: Total: All usual residents,"Ethnic group: Asian, Asian British or Asian Welsh","Ethnic group: Asian, Asian British or Asian Welsh: Bangladeshi","Ethnic group: Asian, Asian British or Asian Welsh: Chinese","Ethnic group: Asian, Asian British or Asian Welsh: Indian","Ethnic group: Asian, Asian British or Asian Welsh: Pakistani","Ethnic group: Asian, Asian British or Asian Welsh: Other Asian","Ethnic group: Black, Black British, Black Welsh, Caribbean or African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Caribbean","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Other Black",Ethnic group: Mixed or Multiple ethnic groups,Ethnic group: Mixed or Multiple ethnic groups: White and Asian,Ethnic group: Mixed or Multiple ethnic groups: White and Black African,Ethnic group: Mixed or Multiple ethnic groups: White and Black Caribbean,Ethnic group: Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Ethnic group: White,"Ethnic group: White: English, Welsh, Scottish, Northern Irish or British",Ethnic group: White: Irish,Ethnic group: White: Gypsy or Irish Traveller,Ethnic group: White: Roma,Ethnic group: White: Other White,Ethnic group: Other ethnic group,Ethnic group: Other ethnic group: Arab,Ethnic group: Other ethnic group: Any other ethnic group
2021,Runnymede,E07000212,88079,8140,406,961,4030,837,1906,1591,1092,358,141,3113,1192,402,574,945,73557,63965,1131,371,187,7903,1678,461,1217
2021,Spelthorne,E07000213,102960,13146,433,799,7559,1670,2685,2548,1711,583,254,3763,1489,482,718,1074,81000,71261,1321,277,214,7927,2503,528,1975
2021,Surrey Heath,E07000214,90456,8057,474,592,2941,1290,2760,1428,953,292,183,2460,963,263,476,758,76901,70473,837,201,95,5295,1610,360,1250
2021,Tandridge,E07000215,87877,3271,223,460,1300,346,942,1929,931,750,248,3331,1137,359,918,917,78584,73343,998,331,42,3870,762,96,666
2021,Waverley,E07000216,128226,3625,246,801,796,830,952,887,588,194,105,2846,1324,314,438,770,120088,111321,1294,257,83,7133,780,145,635
2021,Woking,E07000217,103943,14741,685,990,3358,7325,2383,1879,1331,323,225,3614,1470,480,604,1060,81529,69911,1050,91,301,10176,2180,641,1539
2021,North Warwickshire,E07000218,65036,844,11,89,463,125,156,364,113,196,55,1113,268,101,542,202,62514,60598,475,19,55,1367,201,32,169
2021,Nuneaton and Bedworth,E07000219,134198,10782,121,357,7154,940,2210,2446,1622,492,332,2449,694,270,1066,419,116939,109807,697,95,127,6213,1582,169,1413
2021,Rugby,E07000220,114363,8728,299,787,5322,963,1357,3110,1897,793,420,3202,987,408,1170,637,98013,85684,1071,73,207,10978,1310,149,1161
2021,Stratford-on-Avon,E07000221,134724,2566,39,426,1239,245,617,482,242,180,60,2288,922,245,584,537,128672,121330,1183,146,94,5919,716,130,586
2021,Warwick,E07000222,148454,14403,132,1456,10112,883,1820,1616,1000,445,171,4479,1745,450,1166,1118,125534,112650,2114,55,167,10548,2422,302,2120
2021,Adur,E07000223,64543,1395,369,269,303,89,365,530,359,110,61,1627,535,316,306,470,60294,57390,488,105,53,2258,697,208,489
2021,Arun,E07000224,164887,2630,523,433,727,108,839,857,500,221,136,2484,784,420,580,700,158002,146178,1018,216,159,10431,914,121,793
2021,Chichester,E07000225,124071,2168,176,413,624,61,894,783,453,218,112,2047,720,293,450,584,118404,111822,862,294,93,5333,669,147,522
2021,Crawley,E07000226,118492,18236,626,563,7335,6122,3590,5331,3296,683,1352,4838,1291,1002,1083,1462,86939,73178,831,103,337,12490,3148,675,2473
2021,Horsham,E07000227,146776,3974,263,634,1417,401,1259,1312,895,256,161,3130,1160,399,571,1000,137442,129348,1163,233,100,6598,918,209,709
2021,Mid Sussex,E07000228,152566,5505,599,588,2489,279,1550,1337,871,309,157,3827,1597,555,634,1041,140724,130971,1456,175,150,7972,1173,209,964
2021,Worthing,E07000229,111338,4387,727,572,1097,268,1723,1281,893,250,138,2854,981,533,548,792,101709,94680,942,82,194,5811,1107,246,861
2021,Bromsgrove,E07000234,99183,3159,64,410,1854,405,426,766,278,375,113,2414,783,141,1022,468,92309,89676,986,85,9,1553,535,124,411
2021,Malvern Hills,E07000235,79487,1051,59,295,300,121,276,262,162,68,32,1119,470,160,252,237,76779,74197,391,195,14,1982,276,48,228
2021,Redditch,E07000236,87034,4995,226,236,1042,3148,343,1054,335,550,169,2283,498,120,1330,335,78173,71742,539,53,57,5782,529,64,465
2021,Worcester,E07000237,103869,5860,542,388,1336,2578,1016,1212,836,241,135,2283,716,425,628,514,93478,85868,566,95,132,6817,1036,160,876
2021,Wychavon,E07000238,132495,1510,75,221,607,163,444,461,192,192,77,1600,546,158,481,415,128325,120048,624,637,148,6868,599,96,503
2021,Wyre Forest,E07000239,101609,1939,748,244,437,140,370,395,159,169,67,1470,467,113,606,284,97423,93961,475,451,49,2487,382,64,318
2021,St Albans,E07000240,148169,12176,3107,1625,3856,1619,1969,3159,1821,905,433,6354,2556,650,1306,1842,123865,108962,2976,142,149,11636,2615,880,1735
2021,Welwyn Hatfield,E07000241,119835,10595,598,1324,5211,1198,2264,7307,5553,1069,685,4931,1353,863,1337,1378,94298,80551,1569,267,264,11647,2704,534,2170
2021,East Hertfordshire,E07000242,150159,4019,366,786,1442,390,1035,1951,1206,496,249,4245,1427,489,1122,1207,138587,127245,1855,145,283,9059,1357,258,1099
2021,Stevenage,E07000243,89498,6700,800,536,2546,952,1866,4340,2991,799,550,3216,769,503,1193,751,74099,67394,970,72,96,5567,1143,266,877
2021,East Suffolk,E07000244,246060,3447,283,740,1034,261,1129,1357,712,422,223,3707,1072,579,1054,1002,236627,229063,1095,146,77,6246,922,112,810
2021,West Suffolk,E07000245,179948,4731,286,600,1442,493,1910,2873,1312,561,1000,4880,1169,840,899,1972,165156,147935,1387,268,195,15371,2308,234,2074
2021,Somerset West and Taunton,E07000246,157447,3224,230,680,1097,101,1116,827,623,120,84,2019,710,334,464,511,150583,142560,727,186,150,6960,794,145,649
2021,Bolton,E08000001,295960,59596,985,1123,26238,27897,3353,11238,9299,603,1336,6643,2338,1242,1737,1326,212941,203486,1430,519,373,7133,5542,1812,3730
2021,Bury,E08000002,193851,20593,480,1055,1866,15148,2044,3690,2520,701,469,5123,1670,746,1622,1085,160716,151528,2192,132,134,6730,3729,715,3014
2021,Manchester,E08000003,551938,115109,9673,12644,14857,65875,12060,65893,47858,10472,7563,29026,6149,5992,9987,6898,313632,268572,9442,597,883,34138,28278,15028,13250
2021,Oldham,E08000004,242087,59565,21754,819,1676,32802,2514,8209,6065,876,1268,6125,1829,1043,2353,900,164897,157914,1279,177,549,4978,3291,521,2770
2021,Rochdale,E08000005,223771,41406,5170,867,1190,30525,3654,7927,6476,440,1011,5284,1736,1210,1303,1035,165485,156669,1735,194,163,6724,3669,815,2854
2021,Salford,E08000006,269922,14938,803,3319,3744,4074,2998,16473,13477,1338,1658,8501,1844,2098,2596,1963,222248,199614,2882,295,515,18942,7762,3214,4548
2021,Stockport,E08000007,294770,21464,963,2306,4433,10953,2809,3416,2030,896,490,7668,2359,1236,2215,1858,257530,245831,4174,90,132,7303,4692,1509,3183
2021,Tameside,E08000008,231070,21198,5842,1402,3737,8966,1251,5275,4115,612,548,4963,1344,859,1854,906,197676,190305,1536,112,100,5623,1958,540,1418
2021,Trafford,E08000009,235053,29588,634,4813,10208,11479,2454,8086,3636,3442,1008,8834,2443,1068,3091,2232,182761,169550,4884,46,134,8147,5784,2457,3327
2021,Wigan,E08000010,329330,5826,156,1234,1532,1342,1562,3907,3081,331,495,4353,1293,885,1148,1027,312952,302482,1353,247,291,8579,2292,711,1581
2021,Knowsley,E08000011,154518,2510,32,630,936,186,726,1264,964,130,170,2658,577,653,740,688,147234,142698,855,24,112,3545,852,289,563
2021,Liverpool,E08000012,486088,27767,1917,8841,6251,3673,7085,16964,12709,1493,2762,16880,3662,4157,4127,4934,408443,375785,6826,501,1169,24162,16034,8312,7722
2021,St. Helens,E08000013,183248,2579,172,660,557,238,952,776,558,103,115,1971,597,417,466,491,176888,171546,945,145,67,4185,1034,377,657
2021,Sefton,E08000014,279233,4294,423,1216,1009,262,1384,1509,1006,308,195,4056,1225,821,893,1117,267540,256327,2241,47,220,8705,1834,523,1311
2021,Wirral,E08000015,320199,7302,1319,1847,1933,364,1839,1389,854,330,205,4930,1605,973,1054,1298,304692,295967,2641,46,128,5910,1886,585,1301
2021,Barnsley,E08000016,244572,2297,39,542,504,368,844,1715,1311,163,241,2293,605,394,754,540,236934,226488,526,229,314,9377,1333,215,1118
2021,Doncaster,E08000017,308104,9086,190,1031,2279,3150,2436,3742,2527,672,543,4603,1197,716,1805,885,286955,266879,999,856,687,17534,3718,424,3294
2021,Rotherham,E08000018,265806,14176,123,756,1312,10001,1984,3016,2260,336,420,3854,1300,583,1183,788,241954,234613,655,227,699,5760,2806,778,2028
2021,Sheffield,E08000019,556523,53560,4258,7393,6798,27671,7440,25512,18237,4647,2628,19704,5214,2431,7524,4535,440216,414698,2750,341,2456,19971,17531,8956,8575
2021,Newcastle upon Tyne,E08000021,300127,34128,7248,5382,7304,8753,5441,9921,8555,340,1026,6920,2600,1378,915,2027,240002,223567,1895,332,1031,13177,9156,4175,4981
2021,North Tyneside,E08000022,208968,5396,1009,1225,1539,528,1095,1281,1020,102,159,2879,1013,663,501,702,198208,193303,797,54,114,3940,1204,350,854
2021,South Tyneside,E08000023,147777,4317,2185,299,703,495,635,786,606,78,102,1995,655,401,266,673,139483,137429,353,56,46,1599,1196,514,682
2021,Sunderland,E08000024,274173,8204,2908,937,1906,685,1768,2665,2304,133,228,2505,897,536,438,634,259375,254655,511,228,110,3871,1424,417,1007
2021,Birmingham,E08000025,1144922,355384,48232,12487,66519,195102,33044,125760,66822,44718,14220,55205,13130,4680,25119,12276,556608,491211,16964,686,1833,45914,51965,19196,32769
2021,Coventry,E08000026,345321,63915,4257,4571,32096,12658,10333,30723,24109,3459,3155,11731,3182,1663,4597,2289,226246,190889,5662,294,1116,28285,12706,2482,10224
2021,Dudley,E08000027,323488,27047,619,1005,7812,14906,2705,8170,3499,3625,1046,9191,2254,482,5133,1322,274596,266564,1114,428,194,6296,4484,2026,2458
2021,Sandwell,E08000028,341832,88024,11074,1204,44378,22148,9220,29779,12668,13103,4008,14680,3274,928,8030,2448,195624,177929,1591,324,375,15405,13725,2016,11709
2021,Solihull,E08000029,216240,23845,1077,1758,11344,7608,2058,3955,1346,2033,576,7496,2073,423,3695,1305,177668,168398,3919,74,57,5220,3276,888,2388
2021,Walsall,E08000030,284126,53199,6378,891,22726,19739,3465,13024,6439,4889,1696,9317,2386,620,4834,1477,202724,191529,1070,356,220,9549,5862,509,5353
2021,Wolverhampton,E08000031,263726,55901,531,802,42052,6676,5840,24636,11158,9905,3573,14065,2573,939,8495,2058,159707,144303,1170,255,451,13528,9417,966,8451
2021,Bradford,E08000032,546412,175664,12403,1345,14429,139553,7934,10978,7061,2614,1303,15006,6458,1196,4426,2926,334004,309912,2139,849,1583,19521,10760,2734,8026
2021,Calderdale,E08000033,206631,21726,681,415,1861,17637,1132,1439,847,400,192,4027,1458,372,1348,849,177836,170983,1564,136,247,4906,1603,327,1276
2021,Kirklees,E08000034,433213,84202,1065,1526,22739,54795,4077,9948,4180,4324,1444,13588,3980,1035,6433,2140,318969,305579,2335,168,314,10573,6506,1915,4591
2021,Leeds,E08000035,811953,78503,5876,8117,21087,31405,12018,45376,32211,7889,5276,27388,7410,4294,10028,5656,641801,595737,6892,878,1610,36684,18885,5980,12905
2021,Wakefield,E08000036,353370,12633,74,1113,2291,7107,2048,4516,3589,361,566,4938,1708,859,1338,1033,328742,311634,963,280,228,15637,2541,559,1982
2021,Gateshead,E08000037,196149,4925,379,1146,1027,944,1429,2214,1852,109,253,2393,872,547,384,590,183489,177131,710,115,256,5277,3128,926,2202
2021,City of London,E09000001,8584,1445,287,545,321,33,259,232,153,54,25,470,179,49,53,189,5955,3649,185,0,59,2062,482,114,368
2021,Barking and Dagenham,E09000002,218871,56583,22393,1385,11503,15799,5503,46807,35101,5824,5882,9320,1550,2376,2974,2420,98275,67550,1185,184,858,28498,7886,1489,6397
2021,Barnet,E09000003,389344,74972,2873,9434,30389,6687,25589,30651,22670,4951,3030,20889,6032,3747,3505,7605,224762,140777,7644,179,1554,74608,38070,7383,30687
2021,Bexley,E09000004,246475,24434,1790,3990,10925,1383,6346,30075,23262,3230,3583,8740,2179,1726,2489,2346,177164,158842,2528,620,302,14872,6062,527,5535
2021,Brent,E09000005,339821,111515,2186,3393,66157,15217,24562,59495,31070,21258,7167,17249,3607,3184,3775,6683,117701,51611,9314,237,2520,54019,33861,17924,15937
2021,Bromley,E09000006,329991,27307,1748,5075,12326,1784,6374,25149,13193,8169,3787,17740,4747,2431,5489,5073,252295,219493,4954,578,551,26719,7500,1203,6297
2021,Camden,E09000007,210136,38042,14356,6728,6952,1610,8396,18892,14191,2703,1998,13938,4243,2059,2558,5078,125064,74348,5325,128,978,44285,14200,4417,9783
2021,Croydon,E09000008,390724,68487,3549,3950,29563,15345,16080,88441,40219,36108,12114,29745,5740,4453,10380,9172,188985,146268,4935,212,1120,36450,15066,2259,12807
2021,Ealing,E09000009,367116,111241,3685,4526,54806,16714,31510,39491,22578,12898,4015,19161,5445,2446,4597,6673,158463,89265,8511,248,1430,59009,38760,16105,22655
2021,Enfield,E09000010,329985,37973,8123,2691,11870,3674,11615,60512,36463,16990,7059,19558,3818,2994,5165,7581,171884,103140,5969,374,1121,61280,40058,2535,37523
2021,Greenwich,E09000011,289065,38028,2395,7125,10128,3538,14842,60602,44185,8724,7693,17297,3491,3302,5142,5362,161006,119665,4230,385,882,35844,12132,1462,10670
2021,Hackney,E09000012,259147,26885,6554,3459,8832,2461,5579,54645,29478,17903,7264,17487,3691,2735,4749,6312,137709,87927,5582,248,865,43087,22421,2342,20079
2021,Hammersmith and Fulham,E09000013,183156,19306,1277,4253,4100,2010,7666,22453,13243,6626,2584,12318,3142,1777,3157,4242,115679,70105,4812,93,1485,39184,13400,5534,7866
2021,Haringey,E09000014,264238,23080,4819,3848,5838,2162,6413,46466,24855,16339,5272,18556,3915,2574,5325,6742,150581,84298,5701,235,2004,58343,25555,2525,23030
2021,Harrow,E09000015,261205,118152,1820,2784,74744,10264,28540,19151,10584,6514,2053,9833,3140,1104,2187,3402,95233,53567,5608,179,1421,34458,18836,6239,12597
2021,Havering,E09000016,262052,28150,4774,2011,11292,5683,4390,21567,14138,4832,2597,9747,2344,1535,3224,2644,197314,174232,2894,259,433,19496,5274,809,4465
2021,Hillingdon,E09000017,305907,101938,4050,3184,57341,14243,23120,23955,15844,5752,2359,13359,4201,1897,3151,4110,147387,113377,5585,479,691,27255,19268,4462,14806
2021,Hounslow,E09000018,288181,105846,2699,2664,60827,17454,22202,20810,14895,3573,2342,13514,4128,2142,2726,4518,127083,81933,3894,296,980,39980,20928,5461,15467
2021,Islington,E09000019,216590,21532,5972,5125,4051,995,5389,28743,18091,7368,3284,16231,3750,2257,4171,6053,134754,86092,7062,108,958,40534,15330,2991,12339
2021,Kensington and Chelsea,E09000020,143373,17025,1488,3839,3209,1282,7207,11279,6944,3237,1098,9525,3047,1288,1725,3465,91394,46883,2825,84,1049,40553,14150,6384,7766
2021,Kingston upon Thames,E09000021,168065,29938,932,4127,7731,4380,12768,4741,3105,1081,555,8996,3540,1090,1564,2802,114831,90288,2633,61,445,21404,9559,3580,5979
2021,Lambeth,E09000022,317650,23051,2502,4986,6054,3868,5641,76145,37359,28991,9795,25630,4541,4006,8348,8735,174778,119395,6828,146,1537,46872,18046,2649,15397
2021,Lewisham,E09000023,300553,26927,1826,6296,5046,2361,11398,80473,37834,31883,10756,24253,4359,3774,8726,7394,154749,111726,5055,116,1033,36819,14151,1671,12480
2021,Merton,E09000024,215187,40019,2470,3615,9607,9667,14660,22887,12218,7632,3037,12765,3756,1722,3009,4278,129617,88673,4337,194,813,35600,9899,1923,7976
2021,Newham,E09000025,351030,148187,55677,6213,38642,31216,16439,61302,40874,13586,6842,16419,3324,3317,4253,5525,107947,51819,2039,353,2342,51394,17175,3534,13641
2021,Redbridge,E09000026,310261,146833,31895,2918,51183,44000,16837,26096,14573,8452,3071,12736,3577,1717,3154,4288,107974,71844,3092,185,1104,31749,16622,2263,14359
2021,Richmond upon Thames,E09000027,195277,17467,916,2777,7236,1749,4789,3687,2260,936,491,10662,4238,1205,1654,3565,157111,123093,4866,85,400,28667,6350,1721,4629
2021,Southwark,E09000028,307640,30540,5547,8405,6145,2006,8437,77299,48320,18156,10823,22151,4653,3569,6401,7528,158220,109253,6024,156,1579,41208,19430,3123,16307
2021,Sutton,E09000029,209636,36787,1778,3989,12618,6177,12225,12465,7441,3450,1574,10162,3068,1268,2777,3049,143145,120014,3118,130,321,19562,7077,1392,5685
2021,Tower Hamlets,E09000030,310306,137856,107333,10279,10135,3341,6768,22693,15373,4930,2390,15409,4374,2236,3593,5206,122266,71177,3567,110,2225,45187,12082,3588,8494
2021,Waltham Forest,E09000031,278428,55545,5166,2626,9134,28740,9879,41647,18759,17587,5301,17983,3875,2777,5135,6196,147024,94766,4230,198,1397,46433,16229,2884,13345
2021,Wandsworth,E09000032,327506,38314,1639,4658,9599,12249,10169,33062,17330,11356,4376,20598,5776,2494,5340,6988,222090,157048,8061,120,1730,55131,13442,3860,9582
2021,Westminster,E09000033,204236,34242,7533,6625,7965,2461,9658,16456,10451,4307,1698,13335,3718,2089,2061,5467,112732,57162,3742,49,1503,50276,27471,15439,12032
2021,Isle of Anglesey,W06000001,68879,430,40,108,94,22,166,104,68,17,19,598,191,78,156,173,67587,66339,381,54,33,780,160,58,102
2021,Gwynedd,W06000002,117392,1968,199,580,484,209,496,513,373,82,58,1333,438,179,371,345,112987,109548,554,111,45,2729,591,314,277
2021,Conwy,W06000003,114743,1651,179,433,373,195,471,271,162,60,49,1254,457,189,326,282,111176,107926,843,104,19,2284,391,116,275
2021,Denbighshire,W06000004,95820,1650,115,337,332,166,700,268,179,44,45,1052,350,162,313,227,92488,90470,484,62,32,1440,362,119,243
2021,Flintshire,W06000005,154960,1455,109,374,395,128,449,292,174,62,56,1446,506,240,331,369,151232,144356,630,123,74,6049,535,92,443
2021,Wrexham,W06000006,135122,2246,276,304,538,283,845,878,654,87,137,1558,446,392,382,338,129677,122547,427,119,64,6520,763,219,544
2021,Ceredigion,W06000008,71473,1096,76,320,325,145,230,366,252,74,40,867,292,128,190,257,68776,65674,430,57,29,2586,368,138,230
2021,Pembrokeshire,W06000009,123359,1159,146,221,243,77,472,244,147,55,42,1162,400,163,282,317,120375,116816,701,574,34,2250,419,93,326
2021,Carmarthenshire,W06000010,187898,2321,137,379,562,241,1002,455,248,138,69,1756,635,255,437,429,182652,176673,649,437,69,4824,714,264,450
2021,Swansea,W06000011,238491,10451,2865,1932,2172,954,2528,2797,2227,235,335,3808,1285,674,669,1180,218052,208703,1111,93,117,8028,3383,1578,1805
2021,Neath Port Talbot,W06000012,142290,2253,508,387,527,224,607,522,274,148,100,1583,493,211,535,344,137511,135111,437,170,33,1760,421,105,316
2021,Bridgend,W06000013,145490,2152,163,491,588,180,730,429,257,98,74,1684,525,279,487,393,140799,137755,452,57,55,2480,426,80,346
2021,Vale of Glamorgan,W06000014,131939,2807,172,579,892,335,829,624,283,219,122,2987,734,477,1005,771,124800,121371,659,48,26,2696,721,268,453
2021,Cardiff,W06000015,362310,34983,6887,5017,8837,8615,5627,13896,10587,1350,1959,14506,3572,2611,4299,4024,286931,266533,2335,673,593,16797,11994,6624,5370
2021,Rhondda Cynon Taff,W06000016,237653,3506,247,894,958,405,1002,997,749,116,132,2469,709,524,635,601,229923,226123,516,69,28,3187,758,198,560
2021,Caerphilly,W06000018,175955,1584,38,446,456,155,489,283,129,93,61,1754,535,247,539,433,171955,169356,389,38,46,2126,379,87,292
2021,Blaenau Gwent,W06000019,66903,621,26,140,212,71,172,115,76,29,10,569,138,69,219,143,65456,63990,92,133,14,1227,142,38,104
2021,Torfaen,W06000020,92276,1202,99,212,254,91,546,228,118,69,41,1005,264,136,343,262,89596,87873,296,265,31,1131,245,46,199
2021,Monmouthshire,W06000021,92960,1185,52,277,317,94,445,230,132,62,36,1115,376,183,261,295,90106,87566,451,36,19,2034,324,88,236
2021,Newport,W06000022,159592,12194,2858,711,2023,4803,1799,3737,2687,553,497,4451,1188,640,1528,1095,136473,128245,685,168,406,6969,2737,999,1738
2021,Powys,W06000023,133169,1247,79,160,176,50,782,221,74,96,51,1135,373,147,295,320,130160,126357,581,105,49,3068,406,100,306
