date,geography,geography code,Ethnic group: Total: All usual residents,"Ethnic group: Asian, Asian British or Asian Welsh","Ethnic group: Asian, Asian British or Asian Welsh: Bangladeshi","Ethnic group: Asian, Asian British or Asian Welsh: Chinese","Ethnic group: Asian, Asian British or Asian Welsh: Indian","Ethnic group: Asian, Asian British or Asian Welsh: Pakistani","Ethnic group: Asian, Asian British or Asian Welsh: Other Asian","Ethnic group: Black, Black British, Black Welsh, Caribbean or African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Caribbean","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Other Black",Ethnic group: Mixed or Multiple ethnic groups,Ethnic group: Mixed or Multiple ethnic groups: White and Asian,Ethnic group: Mixed or Multiple ethnic groups: White and Black African,Ethnic group: Mixed or Multiple ethnic groups: White and Black Caribbean,Ethnic group: Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Ethnic group: White,"Ethnic group: White: English, Welsh, Scottish, Northern Irish or British",Ethnic group: White: Irish,Ethnic group: White: Gypsy or Irish Traveller,Ethnic group: White: Roma,Ethnic group: White: Other White,Ethnic group: Other ethnic group,Ethnic group: Other ethnic group: Arab,Ethnic group: Other ethnic group: Any other ethnic group
2021,Slough,E06000039,158500,74093,910,594,30209,34317,8063,11992,7815,2771,1406,6311,1945,824,1854,1688,57134,38101,1143,237,357,17296,8970,1826,7144
2021,Windsor and Maidenhead,E06000040,153497,20072,405,1329,9823,6177,2338,2358,1433,628,297,5238,2195,617,926,1500,122551,105991,2176,287,197,13900,3278,816,2462
2021,Wokingham,E06000041,177502,22868,388,2392,12412,5241,2435,4306,2914,864,528,5574,2212,667,1304,1391,141851,129087,1504,331,179,10750,2903,948,1955
2021,Milton Keynes,E06000042,287060,35645,3189,2913,15348,7163,7032,27851,21502,2975,3374,11725,2973,2551,2997,3204,206114,178568,2382,156,578,24430,5725,1349,4376
2021,Brighton and Hove,E06000043,277103,13217,1729,3065,3633,929,3861,5458,3949,988,521,13228,4198,2334,2410,4286,236571,204831,3944,197,787,26812,8629,3049,5580
2021,Portsmouth,E06000044,208001,14370,4742,2116,3104,603,3805,7070,5369,950,751,5487,1540,1244,1176,1527,177277,161664,1066,118,324,14105,3797,1007,2790
2021,Southampton,E06000045,248920,26414,2064,4149,9169,4248,6784,7539,5627,1103,809,8309,2444,1535,2173,2157,200829,169481,1643,340,578,28787,5829,1311,4518
2021,Isle of Wight,E06000046,140459,1663,153,250,316,98,846,478,296,128,54,1720,584,207,497,432,136219,131697,830,67,75,3550,379,88,291
2021,County Durham,E06000047,522067,7834,300,2838,2148,730,1818,1740,1202,284,254,4949,1962,914,906,1167,505471,494638,1384,798,157,8494,2073,825,1248
2021,Cheshire East,E06000049,398772,9531,626,1543,3480,1437,2445,2422,1472,608,342,7059,2473,884,1952,1750,376543,357337,2559,345,418,15884,3217,709,2508
2021,Cheshire West and Chester,E06000050,357149,7231,742,1337,2338,656,2158,2107,1515,373,219,5291,1961,904,1181,1245,340361,325620,2651,354,221,11515,2159,595,1564
2021,Shropshire,E06000051,323607,4324,237,909,1614,443,1121,1117,576,300,241,3861,1259,400,1126,1076,312876,301918,1506,349,158,8945,1429,386,1043
2021,Cornwall,E06000052,570305,4032,319,1033,784,233,1663,1058,574,302,182,7030,2446,895,1693,1996,552130,533882,2455,717,289,14787,6055,298,5757
2021,Isles of Scilly,E06000053,2055,6,0,1,0,0,5,4,2,2,0,23,8,8,2,5,2004,1926,9,1,0,68,18,0,18
2021,Wiltshire,E06000054,510333,10876,934,1494,2810,396,5242,5786,2984,1589,1213,8709,2703,1161,2479,2366,481413,459594,2591,711,260,18257,3549,637,2912
2021,Bedford,E06000055,185224,23263,4486,756,10074,5297,2650,9848,5448,3227,1173,8586,2146,939,3638,1863,140174,118779,1798,208,483,18906,3353,557,2796
2021,Central Bedfordshire,E06000056,294251,10321,572,1368,4684,1312,2385,7018,3942,2148,928,8885,2572,1095,3121,2097,265545,245769,3527,436,297,15516,2482,493,1989
2021,Northumberland,E06000057,320566,3374,302,521,1183,514,854,598,400,124,74,2557,1033,440,456,628,313027,308015,910,176,62,3864,1010,268,742
2021,"Bournemouth, Christchurch and Poole",E06000058,400195,13551,1219,2569,4678,596,4489,4233,2833,917,483,11093,3213,1839,2660,3381,365510,329609,2611,489,864,31937,5808,1371,4437
2021,Dorset,E06000059,379580,4305,463,815,926,242,1859,1082,605,296,181,4436,1635,601,1011,1189,368415,356270,1917,580,161,9487,1342,223,1119
2021,Buckinghamshire,E06000060,553078,68318,1673,3010,24181,29546,9908,14269,6811,5668,1790,19570,6744,1902,5940,4984,442164,401489,6370,623,550,33132,8757,1561,7196
2021,North Northamptonshire,E06000061,359523,12726,1104,1005,7325,1029,2263,11017,6889,2473,1655,8175,1926,1320,3024,1905,324664,289274,2590,365,736,31699,2941,338,2603
2021,West Northamptonshire,E06000062,425723,22463,4660,1892,9661,2916,3334,20661,14304,3647,2710,12116,2720,1797,4619,2980,365758,319509,3872,340,1409,40628,4725,685,4040
2021,Bolton,E08000001,295960,59596,985,1123,26238,27897,3353,11238,9299,603,1336,6643,2338,1242,1737,1326,212941,203486,1430,519,373,7133,5542,1812,3730
2021,Bury,E08000002,193851,20593,480,1055,1866,15148,2044,3690,2520,701,469,5123,1670,746,1622,1085,160716,151528,2192,132,134,6730,3729,715,3014
2021,Manchester,E08000003,551938,115109,9673,12644,14857,65875,12060,65893,47858,10472,7563,29026,6149,5992,9987,6898,313632,268572,9442,597,883,34138,28278,15028,13250
2021,Oldham,E08000004,242087,59565,21754,819,1676,32802,2514,8209,6065,876,1268,6125,1829,1043,2353,900,164897,157914,1279,177,549,4978,3291,521,2770
2021,Rochdale,E08000005,223771,41406,5170,867,1190,30525,3654,7927,6476,440,1011,5284,1736,1210,1303,1035,165485,156669,1735,194,163,6724,3669,815,2854
2021,Salford,E08000006,269922,14938,803,3319,3744,4074,2998,16473,13477,1338,1658,8501,1844,2098,2596,1963,222248,199614,2882,295,515,18942,7762,3214,4548
2021,Stockport,E08000007,294770,21464,963,2306,4433,10953,2809,3416,2030,896,490,7668,2359,1236,2215,1858,257530,245831,4174,90,132,7303,4692,1509,3183
2021,Tameside,E08000008,231070,21198,5842,1402,3737,8966,1251,5275,4115,612,548,4963,1344,859,1854,906,197676,190305,1536,112,100,5623,1958,540,1418
2021,Trafford,E08000009,235053,29588,634,4813,10208,11479,2454,8086,3636,3442,1008,8834,2443,1068,3091,2232,182761,169550,4884,46,134,8147,5784,2457,3327
2021,Wigan,E08000010,329330,5826,156,1234,1532,1342,1562,3907,3081,331,495,4353,1293,885,1148,1027,312952,302482,1353,247,291,8579,2292,711,1581
2021,Knowsley,E08000011,154518,2510,32,630,936,186,726,1264,964,130,170,2658,577,653,740,688,147234,142698,855,24,112,3545,852,289,563
2021,Liverpool,E08000012,486088,27767,1917,8841,6251,3673,7085,16964,12709,1493,2762,16880,3662,4157,4127,4934,408443,375785,6826,501,1169,24162,16034,8312,7722
2021,St. Helens,E08000013,183248,2579,172,660,557,238,952,776,558,103,115,1971,597,417,466,491,176888,171546,945,145,67,4185,1034,377,657
2021,Sefton,E08000014,279233,4294,423,1216,1009,262,1384,1509,1006,308,195,4056,1225,821,893,1117,267540,256327,2241,47,220,8705,1834,523,1311
2021,Wirral,E08000015,320199,7302,1319,1847,1933,364,1839,1389,854,330,205,4930,1605,973,1054,1298,304692,295967,2641,46,128,5910,1886,585,1301
2021,Barnsley,E08000016,244572,2297,39,542,504,368,844,1715,1311,163,241,2293,605,394,754,540,236934,226488,526,229,314,9377,1333,215,1118
2021,Doncaster,E08000017,308104,9086,190,1031,2279,3150,2436,3742,2527,672,543,4603,1197,716,1805,885,286955,266879,999,856,687,17534,3718,424,3294
2021,Rotherham,E08000018,265806,14176,123,756,1312,10001,1984,3016,2260,336,420,3854,1300,583,1183,788,241954,234613,655,227,699,5760,2806,778,2028
2021,Sheffield,E08000019,556523,53560,4258,7393,6798,27671,7440,25512,18237,4647,2628,19704,5214,2431,7524,4535,440216,414698,2750,341,2456,19971,17531,8956,8575
2021,Newcastle upon Tyne,E08000021,300127,34128,7248,5382,7304,8753,5441,9921,8555,340,1026,6920,2600,1378,915,2027,240002,223567,1895,332,1031,13177,9156,4175,4981
2021,North Tyneside,E08000022,208968,5396,1009,1225,1539,528,1095,1281,1020,102,159,2879,1013,663,501,702,198208,193303,797,54,114,3940,1204,350,854
2021,South Tyneside,E08000023,147777,4317,2185,299,703,495,635,786,606,78,102,1995,655,401,266,673,139483,137429,353,56,46,1599,1196,514,682
2021,Sunderland,E08000024,274173,8204,2908,937,1906,685,1768,2665,2304,133,228,2505,897,536,438,634,259375,254655,511,228,110,3871,1424,417,1007
2021,Birmingham,E08000025,1144922,355384,48232,12487,66519,195102,33044,125760,66822,44718,14220,55205,13130,4680,25119,12276,556608,491211,16964,686,1833,45914,51965,19196,32769
2021,Coventry,E08000026,345321,63915,4257,4571,32096,12658,10333,30723,24109,3459,3155,11731,3182,1663,4597,2289,226246,190889,5662,294,1116,28285,12706,2482,10224
2021,Dudley,E08000027,323488,27047,619,1005,7812,14906,2705,8170,3499,3625,1046,9191,2254,482,5133,1322,274596,266564,1114,428,194,6296,4484,2026,2458
2021,Sandwell,E08000028,341832,88024,11074,1204,44378,22148,9220,29779,12668,13103,4008,14680,3274,928,8030,2448,195624,177929,1591,324,375,15405,13725,2016,11709
2021,Solihull,E08000029,216240,23845,1077,1758,11344,7608,2058,3955,1346,2033,576,7496,2073,423,3695,1305,177668,168398,3919,74,57,5220,3276,888,2388
2021,Walsall,E08000030,284126,53199,6378,891,22726,19739,3465,13024,6439,4889,1696,9317,2386,620,4834,1477,202724,191529,1070,356,220,9549,5862,509,5353
2021,Wolverhampton,E08000031,263726,55901,531,802,42052,6676,5840,24636,11158,9905,3573,14065,2573,939,8495,2058,159707,144303,1170,255,451,13528,9417,966,8451
2021,Bradford,E08000032,546412,175664,12403,1345,14429,139553,7934,10978,7061,2614,1303,15006,6458,1196,4426,2926,334004,309912,2139,849,1583,19521,10760,2734,8026
2021,Calderdale,E08000033,206631,21726,681,415,1861,17637,1132,1439,847,400,192,4027,1458,372,1348,849,177836,170983,1564,136,247,4906,1603,327,1276
2021,Kirklees,E08000034,433213,84202,1065,1526,22739,54795,4077,9948,4180,4324,1444,13588,3980,1035,6433,2140,318969,305579,2335,168,314,10573,6506,1915,4591
2021,Leeds,E08000035,811953,78503,5876,8117,21087,31405,12018,45376,32211,7889,5276,27388,7410,4294,10028,5656,641801,595737,6892,878,1610,36684,18885,5980,12905
2021,Wakefield,E08000036,353370,12633,74,1113,2291,7107,2048,4516,3589,361,566,4938,1708,859,1338,1033,328742,311634,963,280,228,15637,2541,559,1982
2021,Gateshead,E08000037,196149,4925,379,1146,1027,944,1429,2214,1852,109,253,2393,872,547,384,590,183489,177131,710,115,256,5277,3128,926,2202
2021,City of London,E09000001,8584,1445,287,545,321,33,259,232,153,54,25,470,179,49,53,189,5955,3649,185,0,59,2062,482,114,368
2021,Barking and Dagenham,E09000002,218871,56583,22393,1385,11503,15799,5503,46807,35101,5824,5882,9320,1550,2376,2974,2420,98275,67550,1185,184,858,28498,7886,1489,6397
2021,Barnet,E09000003,389344,74972,2873,9434,30389,6687,25589,30651,22670,4951,3030,20889,6032,3747,3505,7605,224762,140777,7644,179,1554,74608,38070,7383,30687
2021,Bexley,E09000004,246475,24434,1790,3990,10925,1383,6346,30075,23262,3230,3583,8740,2179,1726,2489,2346,177164,158842,2528,620,302,14872,6062,527,5535
